TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
Production,ProductModelIllustration,ProductModelID,int,,NO
Production,ProductModelIllustration,IllustrationID,int,,NO
Production,ProductModelIllustration,ModifiedDate,datetime,,NO
dbo,AWBuildVersion,SystemInformationID,tinyint,,NO
dbo,AWBuildVersion,Database Version,nvarchar,25,NO
dbo,AWBuildVersion,VersionDate,datetime,,NO
dbo,AWBuildVersion,ModifiedDate,datetime,,NO
Production,ProductModelProductDescriptionCulture,ProductModelID,int,,NO
Production,ProductModelProductDescriptionCulture,ProductDescriptionID,int,,NO
Production,ProductModelProductDescriptionCulture,CultureID,nchar,6,NO
Production,ProductModelProductDescriptionCulture,ModifiedDate,datetime,,NO
Production,BillOfMaterials,BillOfMaterialsID,int,,NO
Production,BillOfMaterials,ProductAssemblyID,int,,YES
Production,BillOfMaterials,ComponentID,int,,NO
Production,BillOfMaterials,StartDate,datetime,,NO
Production,BillOfMaterials,EndDate,datetime,,YES
Production,BillOfMaterials,UnitMeasureCode,nchar,3,NO
Production,BillOfMaterials,BOMLevel,smallint,,NO
Production,BillOfMaterials,PerAssemblyQty,decimal,,NO
Production,BillOfMaterials,ModifiedDate,datetime,,NO
Sales,Store,BusinessEntityID,int,,NO
Sales,Store,Name,nvarchar,50,NO
Sales,Store,SalesPersonID,int,,YES
Sales,Store,Demographics,xml,-1,YES
Sales,Store,rowguid,uniqueidentifier,,NO
Sales,Store,ModifiedDate,datetime,,NO
Production,ProductPhoto,ProductPhotoID,int,,NO
Production,ProductPhoto,ThumbNailPhoto,varbinary,-1,YES
Production,ProductPhoto,ThumbnailPhotoFileName,nvarchar,50,YES
Production,ProductPhoto,LargePhoto,varbinary,-1,YES
Production,ProductPhoto,LargePhotoFileName,nvarchar,50,YES
Production,ProductPhoto,ModifiedDate,datetime,,NO
Production,ProductProductPhoto,ProductID,int,,NO
Production,ProductProductPhoto,ProductPhotoID,int,,NO
Production,ProductProductPhoto,Primary,bit,,NO
Production,ProductProductPhoto,ModifiedDate,datetime,,NO
Production,TransactionHistory,TransactionID,int,,NO
Production,TransactionHistory,ProductID,int,,NO
Production,TransactionHistory,ReferenceOrderID,int,,NO
Production,TransactionHistory,ReferenceOrderLineID,int,,NO
Production,TransactionHistory,TransactionDate,datetime,,NO
Production,TransactionHistory,TransactionType,nchar,1,NO
Production,TransactionHistory,Quantity,int,,NO
Production,TransactionHistory,ActualCost,money,,NO
Production,TransactionHistory,ModifiedDate,datetime,,NO
Production,ProductReview,ProductReviewID,int,,NO
Production,ProductReview,ProductID,int,,NO
Production,ProductReview,ReviewerName,nvarchar,50,NO
Production,ProductReview,ReviewDate,datetime,,NO
Production,ProductReview,EmailAddress,nvarchar,50,NO
Production,ProductReview,Rating,int,,NO
Production,ProductReview,Comments,nvarchar,3850,YES
Production,ProductReview,ModifiedDate,datetime,,NO
Person,BusinessEntity,BusinessEntityID,int,,NO
Person,BusinessEntity,rowguid,uniqueidentifier,,NO
Person,BusinessEntity,ModifiedDate,datetime,,NO
Production,TransactionHistoryArchive,TransactionID,int,,NO
Production,TransactionHistoryArchive,ProductID,int,,NO
Production,TransactionHistoryArchive,ReferenceOrderID,int,,NO
Production,TransactionHistoryArchive,ReferenceOrderLineID,int,,NO
Production,TransactionHistoryArchive,TransactionDate,datetime,,NO
Production,TransactionHistoryArchive,TransactionType,nchar,1,NO
Production,TransactionHistoryArchive,Quantity,int,,NO
Production,TransactionHistoryArchive,ActualCost,money,,NO
Production,TransactionHistoryArchive,ModifiedDate,datetime,,NO
Production,ProductSubcategory,ProductSubcategoryID,int,,NO
Production,ProductSubcategory,ProductCategoryID,int,,NO
Production,ProductSubcategory,Name,nvarchar,50,NO
Production,ProductSubcategory,rowguid,uniqueidentifier,,NO
Production,ProductSubcategory,ModifiedDate,datetime,,NO
Person,BusinessEntityAddress,BusinessEntityID,int,,NO
Person,BusinessEntityAddress,AddressID,int,,NO
Person,BusinessEntityAddress,AddressTypeID,int,,NO
Person,BusinessEntityAddress,rowguid,uniqueidentifier,,NO
Person,BusinessEntityAddress,ModifiedDate,datetime,,NO
Purchasing,ProductVendor,ProductID,int,,NO
Purchasing,ProductVendor,BusinessEntityID,int,,NO
Purchasing,ProductVendor,AverageLeadTime,int,,NO
Purchasing,ProductVendor,StandardPrice,money,,NO
Purchasing,ProductVendor,LastReceiptCost,money,,YES
Purchasing,ProductVendor,LastReceiptDate,datetime,,YES
Purchasing,ProductVendor,MinOrderQty,int,,NO
Purchasing,ProductVendor,MaxOrderQty,int,,NO
Purchasing,ProductVendor,OnOrderQty,int,,YES
Purchasing,ProductVendor,UnitMeasureCode,nchar,3,NO
Purchasing,ProductVendor,ModifiedDate,datetime,,NO
Person,BusinessEntityContact,BusinessEntityID,int,,NO
Person,BusinessEntityContact,PersonID,int,,NO
Person,BusinessEntityContact,ContactTypeID,int,,NO
Person,BusinessEntityContact,rowguid,uniqueidentifier,,NO
Person,BusinessEntityContact,ModifiedDate,datetime,,NO
Production,UnitMeasure,UnitMeasureCode,nchar,3,NO
Production,UnitMeasure,Name,nvarchar,50,NO
Production,UnitMeasure,ModifiedDate,datetime,,NO
Purchasing,Vendor,BusinessEntityID,int,,NO
Purchasing,Vendor,AccountNumber,nvarchar,15,NO
Purchasing,Vendor,Name,nvarchar,50,NO
Purchasing,Vendor,CreditRating,tinyint,,NO
Purchasing,Vendor,PreferredVendorStatus,bit,,NO
Purchasing,Vendor,ActiveFlag,bit,,NO
Purchasing,Vendor,PurchasingWebServiceURL,nvarchar,1024,YES
Purchasing,Vendor,ModifiedDate,datetime,,NO
Person,ContactType,ContactTypeID,int,,NO
Person,ContactType,Name,nvarchar,50,NO
Person,ContactType,ModifiedDate,datetime,,NO
Sales,CountryRegionCurrency,CountryRegionCode,nvarchar,3,NO
Sales,CountryRegionCurrency,CurrencyCode,nchar,3,NO
Sales,CountryRegionCurrency,ModifiedDate,datetime,,NO
Person,CountryRegion,CountryRegionCode,nvarchar,3,NO
Person,CountryRegion,Name,nvarchar,50,NO
Person,CountryRegion,ModifiedDate,datetime,,NO
Production,WorkOrder,WorkOrderID,int,,NO
Production,WorkOrder,ProductID,int,,NO
Production,WorkOrder,OrderQty,int,,NO
Production,WorkOrder,StockedQty,int,,NO
Production,WorkOrder,ScrappedQty,smallint,,NO
Production,WorkOrder,StartDate,datetime,,NO
Production,WorkOrder,EndDate,datetime,,YES
Production,WorkOrder,DueDate,datetime,,NO
Production,WorkOrder,ScrapReasonID,smallint,,YES
Production,WorkOrder,ModifiedDate,datetime,,NO
Purchasing,PurchaseOrderDetail,PurchaseOrderID,int,,NO
Purchasing,PurchaseOrderDetail,PurchaseOrderDetailID,int,,NO
Purchasing,PurchaseOrderDetail,DueDate,datetime,,NO
Purchasing,PurchaseOrderDetail,OrderQty,smallint,,NO
Purchasing,PurchaseOrderDetail,ProductID,int,,NO
Purchasing,PurchaseOrderDetail,UnitPrice,money,,NO
Purchasing,PurchaseOrderDetail,LineTotal,money,,NO
Purchasing,PurchaseOrderDetail,ReceivedQty,decimal,,NO
Purchasing,PurchaseOrderDetail,RejectedQty,decimal,,NO
Purchasing,PurchaseOrderDetail,StockedQty,decimal,,NO
Purchasing,PurchaseOrderDetail,ModifiedDate,datetime,,NO
Sales,CreditCard,CreditCardID,int,,NO
Sales,CreditCard,CardType,nvarchar,50,NO
Sales,CreditCard,CardNumber,nvarchar,25,NO
Sales,CreditCard,ExpMonth,tinyint,,NO
Sales,CreditCard,ExpYear,smallint,,NO
Sales,CreditCard,ModifiedDate,datetime,,NO
Production,Culture,CultureID,nchar,6,NO
Production,Culture,Name,nvarchar,50,NO
Production,Culture,ModifiedDate,datetime,,NO
Production,WorkOrderRouting,WorkOrderID,int,,NO
Production,WorkOrderRouting,ProductID,int,,NO
Production,WorkOrderRouting,OperationSequence,smallint,,NO
Production,WorkOrderRouting,LocationID,smallint,,NO
Production,WorkOrderRouting,ScheduledStartDate,datetime,,NO
Production,WorkOrderRouting,ScheduledEndDate,datetime,,NO
Production,WorkOrderRouting,ActualStartDate,datetime,,YES
Production,WorkOrderRouting,ActualEndDate,datetime,,YES
Production,WorkOrderRouting,ActualResourceHrs,decimal,,YES
Production,WorkOrderRouting,PlannedCost,money,,NO
Production,WorkOrderRouting,ActualCost,money,,YES
Production,WorkOrderRouting,ModifiedDate,datetime,,NO
Sales,Currency,CurrencyCode,nchar,3,NO
Sales,Currency,Name,nvarchar,50,NO
Sales,Currency,ModifiedDate,datetime,,NO
Purchasing,PurchaseOrderHeader,PurchaseOrderID,int,,NO
Purchasing,PurchaseOrderHeader,RevisionNumber,tinyint,,NO
Purchasing,PurchaseOrderHeader,Status,tinyint,,NO
Purchasing,PurchaseOrderHeader,EmployeeID,int,,NO
Purchasing,PurchaseOrderHeader,VendorID,int,,NO
Purchasing,PurchaseOrderHeader,ShipMethodID,int,,NO
Purchasing,PurchaseOrderHeader,OrderDate,datetime,,NO
Purchasing,PurchaseOrderHeader,ShipDate,datetime,,YES
Purchasing,PurchaseOrderHeader,SubTotal,money,,NO
Purchasing,PurchaseOrderHeader,TaxAmt,money,,NO
Purchasing,PurchaseOrderHeader,Freight,money,,NO
Purchasing,PurchaseOrderHeader,TotalDue,money,,NO
Purchasing,PurchaseOrderHeader,ModifiedDate,datetime,,NO
Sales,CurrencyRate,CurrencyRateID,int,,NO
Sales,CurrencyRate,CurrencyRateDate,datetime,,NO
Sales,CurrencyRate,FromCurrencyCode,nchar,3,NO
Sales,CurrencyRate,ToCurrencyCode,nchar,3,NO
Sales,CurrencyRate,AverageRate,money,,NO
Sales,CurrencyRate,EndOfDayRate,money,,NO
Sales,CurrencyRate,ModifiedDate,datetime,,NO
Sales,Customer,CustomerID,int,,NO
Sales,Customer,PersonID,int,,YES
Sales,Customer,StoreID,int,,YES
Sales,Customer,TerritoryID,int,,YES
Sales,Customer,AccountNumber,varchar,10,NO
Sales,Customer,rowguid,uniqueidentifier,,NO
Sales,Customer,ModifiedDate,datetime,,NO
HumanResources,Department,DepartmentID,smallint,,NO
HumanResources,Department,Name,nvarchar,50,NO
HumanResources,Department,GroupName,nvarchar,50,NO
HumanResources,Department,ModifiedDate,datetime,,NO
Production,Document,DocumentNode,hierarchyid,892,NO
Production,Document,DocumentLevel,smallint,,YES
Production,Document,Title,nvarchar,50,NO
Production,Document,Owner,int,,NO
Production,Document,FolderFlag,bit,,NO
Production,Document,FileName,nvarchar,400,NO
Production,Document,FileExtension,nvarchar,8,NO
Production,Document,Revision,nchar,5,NO
Production,Document,ChangeNumber,int,,NO
Production,Document,Status,tinyint,,NO
Production,Document,DocumentSummary,nvarchar,-1,YES
Production,Document,Document,varbinary,-1,YES
Production,Document,rowguid,uniqueidentifier,,NO
Production,Document,ModifiedDate,datetime,,NO
Sales,SalesOrderDetail,SalesOrderID,int,,NO
Sales,SalesOrderDetail,SalesOrderDetailID,int,,NO
Sales,SalesOrderDetail,CarrierTrackingNumber,nvarchar,25,YES
Sales,SalesOrderDetail,OrderQty,smallint,,NO
Sales,SalesOrderDetail,ProductID,int,,NO
Sales,SalesOrderDetail,SpecialOfferID,int,,NO
Sales,SalesOrderDetail,UnitPrice,money,,NO
Sales,SalesOrderDetail,UnitPriceDiscount,money,,NO
Sales,SalesOrderDetail,LineTotal,numeric,,NO
Sales,SalesOrderDetail,rowguid,uniqueidentifier,,NO
Sales,SalesOrderDetail,ModifiedDate,datetime,,NO
Person,EmailAddress,BusinessEntityID,int,,NO
Person,EmailAddress,EmailAddressID,int,,NO
Person,EmailAddress,EmailAddress,nvarchar,50,YES
Person,EmailAddress,rowguid,uniqueidentifier,,NO
Person,EmailAddress,ModifiedDate,datetime,,NO
HumanResources,Employee,BusinessEntityID,int,,NO
HumanResources,Employee,NationalIDNumber,nvarchar,15,NO
HumanResources,Employee,LoginID,nvarchar,256,NO
HumanResources,Employee,OrganizationNode,hierarchyid,892,YES
HumanResources,Employee,OrganizationLevel,smallint,,YES
HumanResources,Employee,JobTitle,nvarchar,50,NO
HumanResources,Employee,BirthDate,date,,NO
HumanResources,Employee,MaritalStatus,nchar,1,NO
HumanResources,Employee,Gender,nchar,1,NO
HumanResources,Employee,HireDate,date,,NO
HumanResources,Employee,SalariedFlag,bit,,NO
HumanResources,Employee,VacationHours,smallint,,NO
HumanResources,Employee,SickLeaveHours,smallint,,NO
HumanResources,Employee,CurrentFlag,bit,,NO
HumanResources,Employee,rowguid,uniqueidentifier,,NO
HumanResources,Employee,ModifiedDate,datetime,,NO
Sales,SalesOrderHeader,SalesOrderID,int,,NO
Sales,SalesOrderHeader,RevisionNumber,tinyint,,NO
Sales,SalesOrderHeader,OrderDate,datetime,,NO
Sales,SalesOrderHeader,DueDate,datetime,,NO
Sales,SalesOrderHeader,ShipDate,datetime,,YES
Sales,SalesOrderHeader,Status,tinyint,,NO
Sales,SalesOrderHeader,OnlineOrderFlag,bit,,NO
Sales,SalesOrderHeader,SalesOrderNumber,nvarchar,25,NO
Sales,SalesOrderHeader,PurchaseOrderNumber,nvarchar,25,YES
Sales,SalesOrderHeader,AccountNumber,nvarchar,15,YES
Sales,SalesOrderHeader,CustomerID,int,,NO
Sales,SalesOrderHeader,SalesPersonID,int,,YES
Sales,SalesOrderHeader,TerritoryID,int,,YES
Sales,SalesOrderHeader,BillToAddressID,int,,NO
Sales,SalesOrderHeader,ShipToAddressID,int,,NO
Sales,SalesOrderHeader,ShipMethodID,int,,NO
Sales,SalesOrderHeader,CreditCardID,int,,YES
Sales,SalesOrderHeader,CreditCardApprovalCode,varchar,15,YES
Sales,SalesOrderHeader,CurrencyRateID,int,,YES
Sales,SalesOrderHeader,SubTotal,money,,NO
Sales,SalesOrderHeader,TaxAmt,money,,NO
Sales,SalesOrderHeader,Freight,money,,NO
Sales,SalesOrderHeader,TotalDue,money,,NO
Sales,SalesOrderHeader,Comment,nvarchar,128,YES
Sales,SalesOrderHeader,rowguid,uniqueidentifier,,NO
Sales,SalesOrderHeader,ModifiedDate,datetime,,NO
HumanResources,EmployeeDepartmentHistory,BusinessEntityID,int,,NO
HumanResources,EmployeeDepartmentHistory,DepartmentID,smallint,,NO
HumanResources,EmployeeDepartmentHistory,ShiftID,tinyint,,NO
HumanResources,EmployeeDepartmentHistory,StartDate,date,,NO
HumanResources,EmployeeDepartmentHistory,EndDate,date,,YES
HumanResources,EmployeeDepartmentHistory,ModifiedDate,datetime,,NO
